G,GS,Position,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
53.0,32.0,4,1230.0,3.8,8.2,0.466,0,0.2,0,3.8,8,0.478,2.5,3.7,0.675,4.2,6,10.2,1.8,2.1,0.1,1.5,3,10.1
57.0,0.0,2,772.0,5.4,14.1,0.38,0.5,1.8,0.256,4.9,12.3,0.398,2.1,2.6,0.786,1.1,2.3,3.4,3.5,1.3,0.1,2.4,4.1,13.2
43.0,21.0,5,527.0,6.1,12.7,0.484,0.1,0.2,0.667,6,12.5,0.481,1.1,1.8,0.593,2.6,6.4,9,1.2,1.4,1.1,1.1,6.5,13.5
16.0,10.0,5,267.0,7.1,13.6,0.525,0.3,0.3,1,6.9,13.3,0.515,1.2,1.8,0.692,3.1,6.6,9.7,0.8,2,0.9,0.8,6.1,15.8
27.0,11.0,5,260.0,5.1,11.8,0.435,0,0.1,0,5.1,11.6,0.44,1,1.9,0.5,2.1,6.2,8.3,1.5,0.7,1.2,1.4,6.9,11.2
53.0,4.0,2,763.0,4.1,10.9,0.375,1.4,4.7,0.3,2.7,6.2,0.432,2.4,2.7,0.879,0.4,2.4,2.8,5.5,1.7,0.1,2.2,2.9,12
37.0,2.0,2,525.0,4,10.4,0.391,1.7,5.1,0.338,2.3,5.3,0.442,2.7,3.1,0.889,0.6,2.3,2.9,4.4,1.6,0.1,1.8,2.7,12.5
16.0,2.0,2,238.0,4.2,12.3,0.346,0.8,3.9,0.192,3.5,8.3,0.418,1.7,2,0.846,0,2.6,2.6,7.9,2.1,0.2,3.2,3.3,10.9
79.0,0.0,4,1574.0,7,13.8,0.505,0,0,0,7,13.8,0.505,3.3,4.5,0.731,2,3.8,5.9,1.3,0.7,0.5,2.6,4.7,17.2
48.0,0.0,5,373.0,6.8,14.5,0.467,0,0.1,0,6.8,14.4,0.47,2.3,3.8,0.615,3.6,5.9,9.5,1.1,2,0.9,3.1,5.9,15.8
38.0,2.0,5,506.0,3.1,6.8,0.458,0,0,0,3.1,6.8,0.458,2.3,3.9,0.6,4.6,4.9,9.5,0.7,0.8,1.4,1.8,3.7,8.6
62.0,8.0,3,673.0,4.7,12.7,0.371,0.5,1.6,0.345,4.2,11.1,0.375,2,3.2,0.633,2.5,4.8,7.3,2.5,1.1,0.7,2.8,4.7,12
73.0,71.0,3,2714.0,6.2,14.8,0.421,1,3.2,0.31,5.2,11.5,0.452,4.3,5.8,0.733,1.3,3.8,5.1,3.6,2,0.7,2.7,2.6,17.7
65.0,46.0,5,1674.0,5.5,12.6,0.439,0,0.1,0,5.5,12.5,0.442,2.1,2.8,0.733,3.1,6.5,9.6,1.5,1,1.2,1.7,4.1,13.1
16.0,0.0,5,114.0,5.4,14.5,0.37,1.3,4.4,0.286,4.1,10.1,0.406,2.8,3.2,0.9,1.3,4.4,5.7,0.6,0.9,1.6,1.9,4.1,14.8
2.0,0.0,5,9.0,0,4,0,0,0,0,0,4,0,16,16,1,0,16,16,0,0,4,0,0,16
14.0,0.0,5,105.0,5.8,15.4,0.378,1.4,4.8,0.286,4.5,10.6,0.419,1.7,2.1,0.833,1.4,3.4,4.8,0.7,1,1.4,2.1,4.5,14.7
